event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type
EVT-00910,2026-01-10 11:15:00,Pre-Mission,Open Ocean,84.57,10.07,36.01,92.56,64.97,9810.4,105.6,2.92,5,2,4,0,Normal
EVT-00911,2026-01-10 11:30:00,Surveillance,Urban,94.28,14.78,47.56,90.05,62.94,10783.94,138.14,0.34,2,3,1,0,Normal
EVT-00912,2026-01-10 11:45:00,Pre-Mission,Open Ocean,90.83,13.01,34.59,89.66,89.94,12002.62,91.55,1.75,1,5,3,0,Normal
EVT-00913,2026-01-10 12:00:00,Launch,Urban,63.37,20.38,47.37,78.31,88.22,12303.06,146.57,1.22,1,4,3,0,Normal
EVT-00914,2026-01-10 12:15:00,Return,Desert,84.52,19.83,41.09,82.21,87.85,7734.76,358.77,7.61,2,6,2,1,Communication Disruption
EVT-00915,2026-01-10 12:30:00,Transit,Coastal,90.8,23.36,56.25,87.9,66.93,11422.99,149.81,2.39,1,1,5,0,Normal
EVT-00916,2026-01-10 12:45:00,Transit,Mountain,73.89,22.51,47.59,81.6,71.29,13988.08,122.13,0.88,1,4,4,0,Normal
EVT-00917,2026-01-10 13:00:00,Transit,Coastal,78.91,24.84,54.89,84.05,71.16,11054.15,173.23,5.02,1,7,2,0,Normal
EVT-00918,2026-01-10 13:15:00,Surveillance,Mountain,59.93,17.99,38.95,89.09,82.96,11438.17,79.61,3.29,2,4,3,0,Normal
EVT-00919,2026-01-10 13:30:00,Launch,Mountain,80.4,19.82,45.45,83.56,93.75,12406.02,68.33,5.37,2,3,1,0,Normal
EVT-00920,2026-01-10 13:45:00,Surveillance,Mountain,68.43,21.07,37.15,87.58,77.15,11685.1,98.43,2.24,6,4,1,0,Normal
EVT-00921,2026-01-10 14:00:00,Return,Coastal,79.8,18.85,41.69,97.15,99.65,9423.71,71.54,1.62,7,2,4,0,Normal
EVT-00922,2026-01-10 14:15:00,Transit,Mountain,63.95,15.62,42.9,84.8,84.56,11909.13,71.6,5.31,2,1,5,0,Normal
EVT-00923,2026-01-10 14:30:00,Transit,Open Ocean,82.89,16.01,39.19,94.26,68.71,14485.18,141.75,1.58,2,1,2,0,Normal
EVT-00924,2026-01-10 14:45:00,Pre-Mission,Mountain,87.22,13.09,35.28,89.92,83.6,9372.06,119.85,2.21,4,3,2,0,Normal
EVT-00925,2026-01-10 15:00:00,Launch,Coastal,70.95,20.53,33.69,75.73,95.88,11063.8,103.21,3.65,5,2,4,0,Normal
EVT-00926,2026-01-10 15:15:00,Return,Urban,67.77,17.44,26.28,78.29,99.98,8545.92,106.46,0.52,3,4,3,0,Normal
EVT-00927,2026-01-10 15:30:00,Transit,Coastal,58.6,14.02,36.55,80.16,88.62,14353.45,99.1,3.64,1,2,1,0,Normal
EVT-00928,2026-01-10 15:45:00,Launch,Urban,75.6,14.03,50.02,80.02,72.36,11769.1,177.76,3.43,1,1,4,0,Normal
EVT-00929,2026-01-10 16:00:00,Transit,Urban,72.77,10.74,32.21,85.37,68.97,9874.5,94.26,4.53,2,1,2,0,Normal
EVT-00930,2026-01-10 16:15:00,Transit,Open Ocean,64.04,23.87,34.06,90.3,80.06,12230.66,73.73,3.92,2,2,1,0,Normal
EVT-00931,2026-01-10 16:30:00,Transit,Urban,50.09,44.98,59.33,94.79,95.44,8991.0,147.86,4.58,4,5,3,1,Radar Degradation
EVT-00932,2026-01-10 16:45:00,Surveillance,Mountain,73.95,12.82,39.91,88.16,78.07,9416.26,112.45,2.32,2,2,4,0,Normal
EVT-00933,2026-01-10 17:00:00,Launch,Open Ocean,68.32,22.85,47.57,82.88,78.36,8349.67,191.36,1.12,1,2,3,0,Normal
EVT-00934,2026-01-10 17:15:00,Surveillance,Open Ocean,73.01,14.64,50.14,71.42,72.72,9333.05,101.58,5.88,1,4,4,0,Normal
EVT-00935,2026-01-10 17:30:00,Transit,Urban,87.64,9.56,50.3,86.49,67.41,15393.34,149.61,0.06,0,3,2,0,Normal
EVT-00936,2026-01-10 17:45:00,Return,Urban,83.43,24.13,32.82,86.18,69.73,10167.2,157.88,0.22,2,1,3,0,Normal
EVT-00937,2026-01-10 18:00:00,Pre-Mission,Coastal,76.83,14.78,43.15,87.28,73.9,13165.56,101.75,3.4,2,3,4,0,Normal
EVT-00938,2026-01-10 18:15:00,Pre-Mission,Mountain,83.57,15.55,32.05,100.0,96.05,9909.25,94.0,5.1,2,2,3,0,Normal
EVT-00939,2026-01-10 18:30:00,Transit,Open Ocean,67.55,18.25,64.57,94.68,68.64,13898.83,406.8,11.07,1,5,2,1,Communication Disruption
EVT-00940,2026-01-10 18:45:00,Transit,Coastal,50.34,65.57,49.76,91.5,72.74,9434.79,261.78,4.1,20,6,5,1,Multi-Domain Escalation
EVT-00941,2026-01-10 19:00:00,Surveillance,Urban,79.33,18.12,36.62,79.27,59.88,12098.07,70.63,0.0,2,1,1,0,Normal
EVT-00942,2026-01-10 19:15:00,Transit,Coastal,73.77,10.81,36.68,82.41,82.03,12132.13,80.5,1.7,1,4,5,0,Normal
EVT-00943,2026-01-10 19:30:00,Return,Open Ocean,81.92,21.26,33.03,85.34,91.13,17819.51,31.22,0.0,1,4,4,0,Normal
EVT-00944,2026-01-10 19:45:00,Transit,Urban,70.98,15.09,55.82,80.57,94.74,13576.06,140.84,3.75,0,1,1,0,Normal
EVT-00945,2026-01-10 20:00:00,Pre-Mission,Coastal,82.59,29.33,64.38,89.5,74.85,10517.74,110.84,0.02,2,2,2,0,Normal
EVT-00946,2026-01-10 20:15:00,Pre-Mission,Urban,82.97,17.99,41.19,88.5,80.04,13712.62,114.32,0.46,3,1,2,0,Normal
EVT-00947,2026-01-10 20:30:00,Return,Urban,51.75,4.59,34.44,78.38,69.85,17345.44,60.8,3.32,1,2,5,0,Normal
EVT-00948,2026-01-10 20:45:00,Pre-Mission,Open Ocean,88.71,20.14,27.1,94.38,79.39,7925.91,81.57,4.2,0,3,3,0,Normal
EVT-00949,2026-01-10 21:00:00,Return,Urban,50.57,29.67,43.05,86.72,76.4,9893.79,103.27,2.25,3,5,2,0,Normal
EVT-00950,2026-01-10 21:15:00,Launch,Coastal,72.46,27.46,42.47,73.9,72.82,11407.76,96.47,3.41,1,3,5,0,Normal
EVT-00951,2026-01-10 21:30:00,Pre-Mission,Open Ocean,87.23,28.99,39.79,85.64,73.93,10957.28,124.12,3.36,2,1,1,0,Normal
EVT-00952,2026-01-10 21:45:00,Launch,Desert,75.14,11.88,46.77,87.97,78.33,11168.11,140.42,2.16,3,5,5,0,Normal
EVT-00953,2026-01-10 22:00:00,Surveillance,Urban,64.8,23.47,48.16,92.81,67.88,8739.42,199.44,0.75,1,3,5,0,Normal
EVT-00954,2026-01-10 22:15:00,Transit,Mountain,68.16,13.67,47.58,83.64,68.61,15509.89,119.3,3.4,1,1,2,0,Normal
EVT-00955,2026-01-10 22:30:00,Surveillance,Open Ocean,87.24,19.35,42.47,91.8,95.9,8443.48,159.04,3.48,1,6,1,0,Normal
EVT-00956,2026-01-10 22:45:00,Surveillance,Mountain,60.71,10.36,36.19,87.31,100.0,11499.47,90.95,3.93,3,8,5,0,Normal
EVT-00957,2026-01-10 23:00:00,Transit,Mountain,88.16,14.13,50.33,76.79,55.14,14614.58,61.38,3.0,1,3,5,0,Normal
EVT-00958,2026-01-10 23:15:00,Surveillance,Mountain,77.5,13.94,45.1,76.09,54.37,11924.54,107.67,0.63,1,2,2,0,Normal
EVT-00959,2026-01-10 23:30:00,Return,Desert,67.27,23.39,52.11,93.86,58.6,9551.51,64.08,3.6,4,3,1,0,Normal
EVT-00960,2026-01-10 23:45:00,Transit,Urban,72.75,22.8,51.32,94.37,70.55,8628.31,120.51,2.5,1,6,2,0,Normal
EVT-00961,2026-01-11 00:00:00,Pre-Mission,Open Ocean,68.84,19.66,33.63,88.26,84.54,11425.0,92.68,1.73,2,8,1,0,Normal
EVT-00962,2026-01-11 00:15:00,Transit,Open Ocean,85.8,9.9,33.53,96.47,80.28,10107.43,51.6,2.03,3,3,4,0,Normal
EVT-00963,2026-01-11 00:30:00,Return,Urban,84.59,16.13,38.96,93.4,74.41,12513.08,180.76,1.4,2,3,3,0,Normal
EVT-00964,2026-01-11 00:45:00,Launch,Open Ocean,62.53,13.52,36.55,90.79,79.41,8496.37,101.19,3.92,2,1,2,0,Normal
EVT-00965,2026-01-11 01:00:00,Return,Open Ocean,74.37,23.22,51.04,79.62,62.31,14032.59,62.68,0.23,0,0,4,0,Normal
EVT-00966,2026-01-11 01:15:00,Transit,Desert,70.23,25.07,47.81,98.12,68.58,12288.87,151.44,0.91,3,3,4,0,Normal
EVT-00967,2026-01-11 01:30:00,Surveillance,Coastal,89.64,24.34,53.79,89.75,71.72,12474.59,94.5,1.97,2,1,1,0,Normal
EVT-00968,2026-01-11 01:45:00,Launch,Mountain,65.85,13.47,48.17,83.3,49.82,15602.69,158.16,5.08,0,1,3,0,Normal
EVT-00969,2026-01-11 02:00:00,Return,Open Ocean,92.44,1.56,46.67,81.32,55.74,10905.51,94.33,4.19,3,1,5,0,Normal
EVT-00970,2026-01-11 02:15:00,Pre-Mission,Urban,77.7,7.4,54.6,87.8,56.3,10185.46,101.07,0.0,3,6,4,0,Normal
EVT-00971,2026-01-11 02:30:00,Launch,Open Ocean,67.54,26.53,48.76,74.3,82.7,10630.59,132.07,4.66,3,2,5,0,Normal
EVT-00972,2026-01-11 02:45:00,Transit,Open Ocean,71.9,15.59,45.54,90.9,75.43,11518.68,140.76,4.66,1,2,5,0,Normal
EVT-00973,2026-01-11 03:00:00,Transit,Desert,70.79,13.5,56.84,79.33,80.55,11772.59,146.9,0.62,1,3,1,0,Normal
EVT-00974,2026-01-11 03:15:00,Transit,Coastal,66.53,27.86,45.92,88.59,46.24,9923.26,116.86,0.0,2,4,2,0,Normal
EVT-00975,2026-01-11 03:30:00,Pre-Mission,Mountain,78.85,25.59,42.57,82.35,51.23,6942.29,138.5,2.38,1,3,3,0,Normal
EVT-00976,2026-01-11 03:45:00,Launch,Urban,66.95,18.15,38.3,84.15,81.29,10597.68,146.1,4.3,4,7,3,0,Normal
EVT-00977,2026-01-11 04:00:00,Pre-Mission,Open Ocean,58.38,16.24,50.62,80.7,33.1,12899.56,127.02,5.05,3,5,4,0,Normal
EVT-00978,2026-01-11 04:15:00,Transit,Coastal,74.58,17.21,54.9,84.87,89.14,12340.65,115.01,1.11,4,1,4,0,Normal
EVT-00979,2026-01-11 04:30:00,Launch,Urban,61.77,19.36,44.6,99.23,46.47,14998.89,69.41,5.3,0,4,4,0,Normal
EVT-00980,2026-01-11 04:45:00,Transit,Desert,71.23,27.6,55.46,95.7,83.81,16888.72,140.97,0.0,2,2,1,0,Normal
EVT-00981,2026-01-11 05:00:00,Transit,Desert,69.82,20.53,29.24,88.48,59.56,13898.33,121.48,1.91,1,3,4,0,Normal
EVT-00982,2026-01-11 05:15:00,Surveillance,Desert,70.16,22.36,44.56,85.82,86.68,15456.3,105.52,1.83,2,3,4,0,Normal
EVT-00983,2026-01-11 05:30:00,Transit,Urban,96.01,25.02,44.68,91.91,100.0,13916.94,164.72,4.34,0,3,4,0,Normal
EVT-00984,2026-01-11 05:45:00,Surveillance,Desert,78.51,10.98,39.18,93.91,40.18,16274.75,70.03,4.58,2,3,3,0,Normal
EVT-00985,2026-01-11 06:00:00,Transit,Desert,80.21,22.53,64.07,80.19,81.74,16627.13,177.54,4.03,2,1,1,0,Normal
EVT-00986,2026-01-11 06:15:00,Surveillance,Desert,62.01,16.23,44.47,85.46,46.69,14377.91,119.22,0.34,3,1,1,0,Normal
EVT-00987,2026-01-11 06:30:00,Surveillance,Open Ocean,72.11,2.9,41.74,73.25,77.97,13765.95,131.11,3.88,1,1,4,0,Normal
EVT-00988,2026-01-11 06:45:00,Launch,Coastal,79.94,5.23,45.21,93.86,69.11,11486.92,106.17,3.31,3,3,5,0,Normal
EVT-00989,2026-01-11 07:00:00,Launch,Coastal,68.78,11.89,28.98,100.0,73.82,11896.66,61.65,0.0,2,4,5,0,Normal
EVT-00990,2026-01-11 07:15:00,Surveillance,Open Ocean,86.17,21.19,53.1,39.09,59.24,11155.41,115.11,0.0,1,2,3,1,Satellite Telemetry Spike
EVT-00991,2026-01-11 07:30:00,Launch,Mountain,67.18,18.68,52.87,71.12,82.93,13553.13,131.72,4.16,1,1,3,0,Normal
EVT-00992,2026-01-11 07:45:00,Transit,Mountain,75.42,19.11,39.97,90.26,51.72,10199.13,143.67,2.21,2,4,1,0,Normal
EVT-00993,2026-01-11 08:00:00,Pre-Mission,Coastal,72.73,29.71,38.37,79.67,89.38,11522.23,113.07,0.44,4,1,3,0,Normal
EVT-00994,2026-01-11 08:15:00,Transit,Desert,79.48,10.39,55.48,81.36,66.27,6112.08,43.26,2.17,2,8,1,0,Normal
EVT-00995,2026-01-11 08:30:00,Transit,Desert,72.24,17.84,55.72,90.39,52.36,16307.72,66.04,3.08,3,0,4,0,Normal
EVT-00996,2026-01-11 08:45:00,Surveillance,Urban,75.56,19.83,49.14,87.78,94.33,11448.81,191.82,2.37,4,0,4,0,Normal
EVT-00997,2026-01-11 09:00:00,Transit,Mountain,75.87,13.58,41.36,82.58,71.06,13138.95,81.76,0.02,2,4,1,0,Normal
EVT-00998,2026-01-11 09:15:00,Launch,Open Ocean,71.39,18.17,43.08,81.45,98.71,15644.47,169.95,5.52,1,1,5,0,Normal
EVT-00999,2026-01-11 09:30:00,Return,Coastal,82.37,8.4,38.57,86.88,89.1,12750.73,87.31,4.11,2,5,4,0,Normal
EVT-01000,2026-01-11 09:45:00,Transit,Coastal,80.15,26.46,37.04,83.13,60.83,15610.86,113.61,1.96,1,2,2,0,Normal
